wl,reflectance
401,0.31302567214285676
402,0.313556109337099
403,0.3140865465313412
404,0.31461698372558344
405,0.3151474209198256
406,0.31567785811406784
407,0.31620829530831007
408,0.31666374955659154
409,0.3171187722483495
410,0.31757379494010746
411,0.3180288176318654
412,0.3184838403236234
413,0.3189388630153814
414,0.3193599194570543
415,0.31978058265704745
416,0.3202012458570407
417,0.32062190905703386
418,0.32104257225702704
419,0.32146323545702027
420,0.321985174487579
421,0.3225088825282787
422,0.3230325905689783
423,0.32355629860967794
424,0.3240800066503776
425,0.3245757929279625
426,0.3250709529739028
427,0.32556611301984306
428,0.3260612730657833
429,0.32655643311172355
430,0.3270515931576638
431,0.32753797022463443
432,0.32802409745699
433,0.32851022468934554
434,0.32899635192170107
435,0.32948247915405665
436,0.3299686063864122
437,0.3303753940977184
438,0.33077944191436576
439,0.33118348973101314
440,0.3315875375476605
441,0.3319915853643079
442,0.3323956331809553
443,0.3327852438746719
444,0.33317426705271586
445,0.3335632902307598
446,0.3339523134088038
447,0.3343413365868478
448,0.33473035976489174
449,0.3351166304973645
450,0.3355027720586522
451,0.3358889136199399
452,0.3362750551812276
453,0.33666119674251527
454,0.33704733830380296
455,0.3374188213521177
456,0.3377895239873862
457,0.3381602266226547
458,0.3385309292579232
459,0.3389016318931917
460,0.33927233452846023
461,0.3395565087982561
462,0.3398355237213488
463,0.3401145386444414
464,0.34039355356753404
465,0.34067256849062666
466,0.3409515834137193
467,0.34124803138879434
468,0.34154563152287176
469,0.3418432316569492
470,0.3421408317910266
471,0.34243843192510404
472,0.34273603205918146
473,0.3429978185423897
474,0.34325700372717155
475,0.3435161889119534
476,0.3437753740967353
477,0.3440345592815172
478,0.34429374446629907
479,0.3445345826953878
480,0.34477396676535305
481,0.3450133508353183
482,0.34525273490528363
483,0.3454921189752489
484,0.3457315030452142
485,0.34607755503123927
486,0.34643277681222345
487,0.3467879985932076
488,0.3471432203741917
489,0.3474984421551759
490,0.34782866987208566
491,0.3481566076591271
492,0.3484845454461685
493,0.34881248323320996
494,0.3491404210202514
495,0.3494683588072928
496,0.3497825920193666
497,0.350095475592837
498,0.35040835916630736
499,0.35072124273977773
500,0.3510341263132481
501,0.35134700988671846
502,0.35166147447284035
503,0.35197610574453436
504,0.3522907370162284
505,0.3526053682879223
506,0.35291999955961634
507,0.35323463083131035
508,0.35361456884223014
509,0.35400185169597004
510,0.35438913454970994
511,0.3547764174034498
512,0.3551637002571897
513,0.3555509831109296
514,0.35595017155474634
515,0.3563507838384869
516,0.35675139612222745
517,0.357152008405968
518,0.35755262068970856
519,0.3579532329734491
520,0.3583862371586242
521,0.35882334907552343
522,0.3592604609924226
523,0.3596975729093218
524,0.360134684826221
525,0.3605717967431202
526,0.36108421251529443
527,0.36160672853414694
528,0.3621292445529994
529,0.3626517605718519
530,0.3631742765907044
531,0.36369679260955695
532,0.36420833430480865
533,0.36471832274794486
534,0.36522831119108107
535,0.3657382996342172
536,0.36624828807735343
537,0.36675827652048965
538,0.3672393650935063
539,0.3677161463982092
540,0.3681929277029121
541,0.36866970900761503
542,0.36914649031231794
543,0.36962327161702085
544,0.37012625077652234
545,0.37063333373677554
546,0.37114041669702874
547,0.37164749965728194
548,0.37215458261753515
549,0.37266166557778824
550,0.37315639039329374
551,0.37364908410894065
552,0.3741417778245876
553,0.3746344715402345
554,0.3751271652558814
555,0.37553835439268124
556,0.3759356181240499
557,0.3763328818554186
558,0.37673014558678725
559,0.3771274093181559
560,0.3775246730495246
561,0.37791366654370545
562,0.378301181715556
563,0.37868869688740653
564,0.3790762120592571
565,0.37946372723110766
566,0.3798512424029582
567,0.38011637668640386
568,0.38035865545588593
569,0.380600934225368
570,0.3808432129948501
571,0.38108549176433215
572,0.3813277705338142
573,0.381535118981034
574,0.38173566049365903
575,0.38193620200628414
576,0.3821367435189092
577,0.38233728503153425
578,0.38253782654415935
579,0.3827247764607863
580,0.38290896594999885
581,0.38309315543921135
582,0.3832773449284239
583,0.3834615344176364
584,0.383645723906849
585,0.3837572182552915
586,0.38385334205403926
587,0.38394946585278694
588,0.3840455896515346
589,0.3841417134502823
590,0.38423783724903005
591,0.3843239992271829
592,0.3844079706479275
593,0.38449194206867204
594,0.38457591348941667
595,0.38465988491016123
596,0.3847438563309058
597,0.3848420798597971
598,0.38494355958211385
599,0.38504503930443057
600,0.38514651902674735
601,0.38524799874906407
602,0.3853494784713808
603,0.38541365722157933
604,0.38546898936954094
605,0.3855243215175026
606,0.3855796536654642
607,0.3856349858134258
608,0.3856903179613875
609,0.3858142315607205
610,0.3859550154635994
611,0.3860957993664783
612,0.3862365832693572
613,0.38637736717223614
614,0.38651815107511506
615,0.38668878492883224
616,0.386867028644343
617,0.3870452723598538
618,0.38722351607536454
619,0.3874017597908753
620,0.38751481733610854
621,0.38761076400220806
622,0.3877067106683076
623,0.3878026573344071
624,0.38789860400050663
625,0.38799455066660615
626,0.38807691790119253
627,0.3881555958784606
628,0.3882342738557287
629,0.38831295183299674
630,0.3883916298102648
631,0.3884703077875329
632,0.3885504680608301
633,0.38863104486202793
634,0.3887116216632258
635,0.38879219846442364
636,0.38887277526562153
637,0.3889533520668194
638,0.38903674189973303
639,0.38912094881016657
640,0.3892051557206001
641,0.3892893626310336
642,0.3893735695414671
643,0.38945777645190066
644,0.3895978353642701
645,0.3897546533398367
646,0.38991147131540327
647,0.39006828929096987
648,0.3902251072665365
649,0.390381925242103
650,0.39057310314726573
651,0.39077492597752506
652,0.3909767488077843
653,0.39117857163804365
654,0.391380394468303
655,0.39158221729856224
656,0.3917619729674749
657,0.3919346738107336
658,0.3921073746539923
659,0.392280075497251
660,0.3924527763405097
661,0.3926254771837684
662,0.392811156730945
663,0.3930011158761162
664,0.39319107502128736
665,0.39338103416645853
666,0.3935709933116297
667,0.3937609524568009
668,0.3939159760661538
669,0.3940591238256311
670,0.3942022715851084
671,0.3943454193445857
672,0.394488567104063
673,0.3946317148635403
674,0.39477467152358253
675,0.3949175612434491
676,0.39506045096331577
677,0.39520334068318236
678,0.395346230403049
679,0.3954868223379613
680,0.39562658927425753
681,0.3957663562105537
682,0.3959061231468499
683,0.3960458900831461
684,0.3961856570194423
685,0.3963804700032895
686,0.3965956331262052
687,0.39681079624912086
688,0.39702595937203655
689,0.3972411224949522
690,0.3974562856178679
691,0.39766500599688437
692,0.3978712748248977
693,0.39807754365291104
694,0.3982838124809243
695,0.39849008130893765
696,0.398696350136951
697,0.3989593461409816
698,0.39924455119202634
699,0.399529756243071
700,0.39981496129411576
701,0.4001001663451605
702,0.40038537139620517
703,0.4006463461350075
704,0.40089756391864595
705,0.40114878170228446
706,0.4013999994859229
707,0.40165121726956143
708,0.4019024350531999
709,0.40215072450705924
710,0.4023978015573553
711,0.40264487860765136
712,0.4028919556579474
713,0.40313903270824347
714,0.4033861097585395
715,0.40360272199025227
716,0.40380636958808797
717,0.40401001718592366
718,0.40421366478375936
719,0.40441731238159506
720,0.40462095997943076
721,0.4048483762790292
722,0.4050861862946829
723,0.4053239963103366
724,0.4055618063259903
725,0.4057996163416441
726,0.4060374263572978
727,0.4062400336118105
728,0.40642682760112514
729,0.4066136215904398
730,0.4068004155797544
731,0.40698720956906903
732,0.4071740035583837
733,0.40740844564202894
734,0.40766486893713544
735,0.407921292232242
736,0.4081777155273485
737,0.408434138822455
738,0.40869056211756155
739,0.40895754745656654
740,0.4092295354783456
741,0.4095015235001247
742,0.4097735115219038
743,0.41004549954368286
744,0.4103257409057601
745,0.41060997751537004
746,0.41089421412498006
747,0.4111784507345901
748,0.4114626873442001
749,0.4117469239538101
750,0.4120241916380815
751,0.41229799724381216
752,0.41257180284954276
753,0.4128456084552734
754,0.413119414061004
755,0.41339321966673465
756,0.41366043146929365
757,0.413924282283627
758,0.4141881330979604
759,0.4144519839122937
760,0.4147158347266271
761,0.41497968554096043
762,0.4151966811075568
763,0.4153891771982122
764,0.4155816732888676
765,0.41577416937952305
766,0.41596666547017846
767,0.4161591615608339
768,0.4164253824847432
769,0.41673113936318873
770,0.4170368962416342
771,0.41734265312007973
772,0.41764840999852526
773,0.4179541668769708
774,0.4182385455839514
775,0.41851116866671195
776,0.41878379174947244
777,0.41905641483223294
778,0.4193290379149935
779,0.419601660997754
780,0.4198952698781732
781,0.42020070967807793
782,0.42050614947798265
783,0.42081158927788737
784,0.4211170290777921
785,0.4214224688776968
786,0.4216990939290818
787,0.4219590675682297
788,0.4222190412073776
789,0.42247901484652545
790,0.4227389884856733
791,0.42299896212482124
792,0.4232404830041515
793,0.4234710751419042
794,0.42370166727965686
795,0.42393225941740953
796,0.4241628515551622
797,0.4243934436929149
798,0.4245926489508608
799,0.4247728056196827
800,0.4249529622885046
801,0.42513311895732653
802,0.4253132756261484
803,0.42549343229497033
804,0.42575301920624326
805,0.4260619966163025
806,0.4263709740263617
807,0.4266799514364209
808,0.4269889288464801
809,0.42726759676047543
810,0.4275270347993375
811,0.42778647283819954
812,0.4280459108770616
813,0.42830534891592364
814,0.4285647869547857
815,0.42881819029791207
816,0.42906767180100874
817,0.42931715330410547
818,0.4295666348072022
819,0.42981611631029887
820,0.4300655978133956
821,0.43031397461984916
822,0.4305616161317936
823,0.43080925764373806
824,0.4310568991556825
825,0.43130454066762697
826,0.4315521821795714
827,0.4318167358525979
828,0.4320928174622079
829,0.43236889907181797
830,0.432644980681428
831,0.432921062291038
832,0.433197143900648
833,0.4334556273883254
834,0.4337018278143786
835,0.4339480282404318
836,0.43419422866648505
837,0.43444042909253827
838,0.4346866295185915
839,0.4349408882491661
840,0.43520090573538406
841,0.435460923221602
842,0.4357209407078199
843,0.43598095819403787
844,0.4362409756802558
845,0.4365154152820314
846,0.4368004064894091
847,0.4370853976967867
848,0.4373703889041644
849,0.4376553801115421
850,0.4379403713189197
851,0.4382013861984542
852,0.4384444438282779
853,0.43868750145810165
854,0.4389305590879254
855,0.4391736167177491
856,0.4394166743475728
857,0.4396308281319902
858,0.4398228231132738
859,0.4400148180945574
860,0.44020681307584103
861,0.4403988080571246
862,0.44059080303840825
863,0.4407577601067023
864,0.44090507040412286
865,0.4410523807015434
866,0.44119969099896394
867,0.44134700129638443
868,0.441494311593805
869,0.44165984861838964
870,0.4418400234444973
871,0.44202019827060496
872,0.4422003730967126
873,0.4423805479228203
874,0.44255786634111466
875,0.4427328461219627
876,0.44290782590281075
877,0.44308280568365876
878,0.4432577854645068
879,0.4434327652453548
880,0.4436265264813931
881,0.44383602397611854
882,0.4440455214708439
883,0.4442550189655693
884,0.4444645164602947
885,0.4446740139550201
886,0.4448651269188275
887,0.44504047706073185
888,0.44521582720263614
889,0.4453911773445404
890,0.44556652748644476
891,0.44574187762834905
892,0.4459266000048019
893,0.44611954511165547
894,0.4463124902185091
895,0.4465054353253627
896,0.44669838043221627
897,0.44689132553906985
898,0.4470666737233526
899,0.44722622448936367
900,0.4473857752553747
901,0.44754532602138575
902,0.4477048767873968
903,0.44786442755340783
904,0.44803055250319496
905,0.4482027163189576
906,0.44837488013472016
907,0.4485470439504827
908,0.44871920776624535
909,0.4488913715820079
910,0.44907808966321816
911,0.44927848686903044
912,0.44947888407484277
913,0.44967928128065504
914,0.4498796784864673
915,0.45008007569227965
916,0.4502783500070327
917,0.45047458285124425
918,0.45067081569545575
919,0.4508670485396673
920,0.45106328138387886
921,0.45125951422809035
922,0.4514408227234056
923,0.45160744690192595
924,0.45177407108044637
925,0.45194069525896674
926,0.4521073194374871
927,0.45227394361600753
928,0.452479487459788
929,0.45272421167472027
930,0.45296893588965254
931,0.45321366010458486
932,0.4534583843195171
933,0.4536800585208375
934,0.45387808140384295
935,0.45407610428684847
936,0.454274127169854
937,0.4544721500528595
938,0.454670172935865
939,0.45485943800063505
940,0.4550395086403955
941,0.45521957928015594
942,0.4553996499199164
943,0.4555797205596768
944,0.45575979119943727
945,0.4559620451686743
946,0.4561881281149752
947,0.45641421106127616
948,0.4566402940075771
949,0.4568663769538781
950,0.45709245990017905
951,0.45730687628791467
952,0.45750846997164163
953,0.4577100636553686
954,0.45791165733909556
955,0.4581132510228225
956,0.4583148447065495
957,0.45849691607409415
958,0.45865703225322707
959,0.45881714843235993
960,0.45897726461149285
961,0.45913738079062577
962,0.4592974969697587
963,0.459458774489893
964,0.45962138844551814
965,0.45978400240114325
966,0.4599466163567684
967,0.46010923031239354
968,0.46027184426801865
969,0.4604543689406519
970,0.4606603398781732
971,0.46086631081569446
972,0.4610722817532157
973,0.46127825269073697
974,0.46148422362825825
975,0.46167989028585027
976,0.4618631397985434
977,0.46204638931123654
978,0.46222963882392964
979,0.4624128883366228
980,0.4625961378493159
981,0.46278940877288494
982,0.4629950383692914
983,0.46320066796569787
984,0.46340629756210433
985,0.4636119271585108
986,0.46381755675491726
987,0.4639596970125229
988,0.46402170509494306
989,0.46408371317736324
990,0.46414572125978343
991,0.4642077293422036
992,0.46426973742462385
993,0.46432819100705536
994,0.4643820528747475
995,0.46443591474243956
996,0.4644897766101317
997,0.46454363847782376
998,0.46459317782538156
999,0.46463702386465194
1000,0.4646808699039224
1001,0.4647247159431928
1002,0.4647685619824632
1003,0.4648124080217336
1004,0.46486748603276684
1005,0.4649377077100962
1006,0.4650079293874256
1007,0.4650781510647549
1008,0.46514837274208426
1009,0.4652185944194136
1010,0.46529209953511497
1011,0.46537013661569754
1012,0.46544817369628005
1013,0.4655262107768626
1014,0.4656042478574452
1015,0.46568228493802777
1016,0.4657766894108682
1017,0.46589422294894756
1018,0.466011756487027
1019,0.46612929002510634
1020,0.4662468235631857
1021,0.46636435710126506
1022,0.46645662904508567
1023,0.4665123497906788
1024,0.4665680705362719
1025,0.46662379128186504
1026,0.46667951202745817
1027,0.4667352327730513
1028,0.4667951850045372
1029,0.4668614068458902
1030,0.46692762868724325
1031,0.46699385052859627
1032,0.46706007236994934
1033,0.46712629421130236
1034,0.46718685371000546
1035,0.4672388211305458
1036,0.46729078855108624
1037,0.4673427559716266
1038,0.467394723392167
1039,0.4674466908127074
1040,0.4675025436678841
1041,0.4675644352740911
1042,0.46762632688029815
1043,0.46768821848650516
1044,0.4677501100927122
1045,0.46781200169891923
1046,0.46786886756002466
1047,0.46791773198764325
1048,0.4679665964152619
1049,0.4680154608428805
1050,0.46806432527049907
1051,0.46811318969811766
1052,0.4682032965568259
1053,0.46836067463312075
1054,0.4685180527094156
1055,0.46867543078571045
1056,0.4688328088620053
1057,0.46899018693830014
1058,0.4691316076814355
1059,0.46924635833399114
1060,0.4693611089865468
1061,0.46947585963910243
1062,0.46959061029165805
1063,0.4696855033105711
1064,0.4697465230499027
1065,0.46980754278923437
1066,0.469868562528566
1067,0.46992958226789766
1068,0.4699906020072293
1069,0.47004476722694843
1070,0.47008694826689945
1071,0.47012912930685047
1072,0.4701713103468015
1073,0.4702134913867525
1074,0.47025567242670346
1075,0.4703111545724343
1076,0.47039047598365047
1077,0.4704697973948667
1078,0.4705491188060829
1079,0.47062844021729916
1080,0.4707077616285154
1081,0.47077997092545953
1082,0.4708391108703312
1083,0.4708982508152029
1084,0.47095739076007465
1085,0.47101653070494637
1086,0.47107567064981803
1087,0.47115735681983856
1088,0.4712815303742522
1089,0.4714057039286659
1090,0.4715298774830795
1091,0.4716540510374932
1092,0.4717782245919068
1093,0.47189486325196417
1094,0.47199693796237047
1095,0.4720990126727768
1096,0.4722010873831831
1097,0.47230316209358947
1098,0.47240523680399577
1099,0.47250863915874525
1100,0.47261467413968855
1101,0.47272070912063185
1102,0.47282674410157516
1103,0.47293277908251846
1104,0.47303881406346177
1105,0.4731280982109394
1106,0.47318329889698035
1107,0.47323849958302133
1108,0.47329370026906226
1109,0.47334890095510324
1110,0.4734041016411442
1111,0.47346876163717405
1112,0.4735531761274075
1113,0.47363759061764094
1114,0.4737220051078744
1115,0.47380641959810776
1116,0.4738908340883412
1117,0.4739904132866367
1118,0.4741225045277039
1119,0.47425459576877105
1120,0.4743866870098382
1121,0.4745187782509054
1122,0.47465086949197255
1123,0.4747752233303839
1124,0.47488254307012395
1125,0.474989862809864
1126,0.47509718254960404
1127,0.475204502289344
1128,0.47531722979684193
1129,0.47544213106989713
1130,0.47556703234295233
1131,0.47569193361600753
1132,0.47581683488906273
1133,0.47594173616211793
1134,0.47607052525102644
1135,0.4762083060657001
1136,0.4763460868803737
1137,0.4764838676950474
1138,0.47662164850972105
1139,0.4767594293243947
1140,0.4768744374388029
1141,0.47693531913518894
1142,0.47699620083157496
1143,0.477057082527961
1144,0.477117964224347
1145,0.477178845920733
1146,0.4772560206479274
1147,0.4773730049479342
1148,0.47748998924794106
1149,0.47760697354794784
1150,0.4777239578479547
1151,0.4778409421479615
1152,0.477970983726491
1153,0.4781338325374894
1154,0.47829668134848785
1155,0.47845953015948633
1156,0.47862237897048476
1157,0.4787852277814832
1158,0.4789363508234079
1159,0.4790571672621883
1160,0.47917798370096865
1161,0.479298800139749
1162,0.4794196165785294
1163,0.47954043301730975
1164,0.4796537391033144
1165,0.47974707001020883
1166,0.4798404009171033
1167,0.47993373182399773
1168,0.4800270627308922
1169,0.48012039363778664
1170,0.480211117897298
1171,0.4802947052399101
1172,0.4803782925825222
1173,0.48046187992513434
1174,0.48054546726774644
1175,0.48062905461035854
1176,0.480714085726196
1177,0.4808031878091607
1178,0.48089228989212535
1179,0.48098139197509004
1180,0.48107049405805474
1181,0.4811595961410194
1182,0.4812766449040585
1183,0.4814748795533473
1184,0.48167311420263603
1185,0.4818713488519248
1186,0.48206958350121354
1187,0.4822591773343692
1188,0.48242302907771634
1189,0.48258688082106355
1190,0.48275073256441076
1191,0.4829145843077579
1192,0.4830784360511051
1193,0.48324423774302944
1194,0.4834160293740783
1195,0.48358782100512704
1196,0.48375961263617584
1197,0.48393140426722464
1198,0.4841031958982735
1199,0.4842638229506491
1200,0.48438906960858147
1201,0.4845143162665138
1202,0.48463956292444615
1203,0.4847648095823785
1204,0.48489005624031084
1205,0.485035379513487
1206,0.48524637090088235
1207,0.48545736228827774
1208,0.48566835367567307
1209,0.48587934506306846
1210,0.4860903364504638
1211,0.48631538362281346
1212,0.48658790941740954
1213,0.4868604352120056
1214,0.4871329610066017
1215,0.4874054868011978
1216,0.48767801259579385
1217,0.48798024833730347
1218,0.4883861826087252
1219,0.48879211688014695
1220,0.4891980511515687
1221,0.4896039854229905
1222,0.49000991969441227
1223,0.49038519047131285
1224,0.49064980309875444
1225,0.4909144157261961
1226,0.49117902835363775
1227,0.49144364098107934
1228,0.491708253608521
1229,0.4919494417278068
1230,0.4921031712997118
1231,0.4922569008716168
1232,0.4924106304435218
1233,0.49256436001542675
1234,0.49271808958733176
1235,0.4928351085434862
1236,0.4928102252123081
1237,0.49278534188113
1238,0.4927604585499519
1239,0.4927355752187738
1240,0.4927106918875957
1241,0.4927004868484992
1242,0.492749065041176
1243,0.4927976432338528
1244,0.49284622142652956
1245,0.49289479961920635
1246,0.4929433778118831
1247,0.49299236695646437
1248,0.49304306251067387
1249,0.49309375806488337
1250,0.4931444536190928
1251,0.4931951491733023
1252,0.49328595264646036
1253,0.4935485028758213
1254,0.49381105310518225
1255,0.49407360333454314
1256,0.4943361535639041
1257,0.49459870379326504
1258,0.494859402420011
1259,0.4951118674268169
1260,0.4953643324336229
1261,0.4956167974404288
1262,0.4958692624472348
1263,0.49612172745404065
1264,0.49638193942406417
1265,0.4966779577334632
1266,0.49697397604286225
1267,0.49726999435226127
1268,0.49756601266166034
1269,0.49786203097105936
1270,0.4981421817229291
1271,0.49834602754440877
1272,0.49854987336588835
1273,0.498753719187368
1274,0.4989575650088476
1275,0.4991614108303272
1276,0.49938587609447416
1277,0.49971361581645063
1278,0.5000413555384271
1279,0.5003690952604035
1280,0.50069683498238
1281,0.5010245747043565
1282,0.5013354136356314
1283,0.50155798730983
1284,0.5017805609840286
1285,0.5020031346582272
1286,0.5022257083324257
1287,0.5024482820066243
1288,0.5026732861456323
1289,0.5029115419266165
1290,0.5031497977076006
1291,0.5033880534885847
1292,0.5036263092695689
1293,0.503864565050553
1294,0.5040871140126059
1295,0.5042201391249043
1296,0.5043531642372027
1297,0.5044861893495011
1298,0.5046192144617995
1299,0.5047522395740979
1300,0.5048743474755552
1301,0.5049313148100001
1302,0.504988282144445
1303,0.5050452494788901
1304,0.505102216813335
1305,0.50515918414778
1306,0.505212814509895
1307,0.5052455685883678
1308,0.5052783226668405
1309,0.5053110767453132
1310,0.5053438308237859
1311,0.5053765849022586
1312,0.5054351521351662
1313,0.5056633220434219
1314,0.5058914919516775
1315,0.5061196618599331
1316,0.5063478317681888
1317,0.5065630679870231
1318,0.5066896575704982
1319,0.5068162471539734
1320,0.5069428367374486
1321,0.5070694263209237
1322,0.5071960159043988
1323,0.5073253659100705
1324,0.5074746559066675
1325,0.5076239459032645
1326,0.5077732358998616
1327,0.5079225258964586
1328,0.5080718158930556
1329,0.5082205317928038
1330,0.5083648675462238
1331,0.5085092032996438
1332,0.5086535390530638
1333,0.5087978748064838
1334,0.5089422105599037
1335,0.5090892667476575
1336,0.5092582983919779
1337,0.5094273300362984
1338,0.5095963616806188
1339,0.5097653933249392
1340,0.5099344249692597
1341,0.510108597682343
1342,0.5103268568207082
1343,0.5105451159590734
1344,0.5107633750974385
1345,0.5109816342358038
1346,0.5111998933741689
1347,0.5114196921256152
1348,0.5116535482138885
1349,0.5118874043021618
1350,0.5121212603904353
1351,0.5123551164787086
1352,0.5125889725669819
1353,0.5128106323333105
1354,0.5129133310517479
1355,0.5130160297701852
1356,0.5131187284886225
1357,0.5132214272070599
1358,0.5133241259254973
1359,0.5134260479280381
1360,0.5135198462462849
1361,0.5136136445645317
1362,0.5137074428827785
1363,0.5138012412010253
1364,0.5138950395192721
1365,0.5139892832312438
1366,0.5140885434830644
1367,0.514187803734885
1368,0.5142870639867057
1369,0.5143863242385263
1370,0.5144855844903469
1371,0.5145903554604233
1372,0.5147622948077315
1373,0.5149342341550398
1374,0.515106173502348
1375,0.5152781128496562
1376,0.5154500521969645
1377,0.5156276884971074
1378,0.5158808966205676
1379,0.5161341047440278
1380,0.5163873128674878
1381,0.516640520990948
1382,0.5168901683534866
1383,0.5170888734429848
1384,0.5172875785324833
1385,0.5174862836219817
1386,0.51768498871148
1387,0.5178836938009784
1388,0.5180775591472506
1389,0.5181950727043867
1390,0.5183125862615227
1391,0.5184300998186587
1392,0.5185476133757948
1393,0.5186651269329309
1394,0.5187857637710321
1395,0.5189612376837797
1396,0.5191367115965273
1397,0.5193121855092748
1398,0.5194876594220225
1399,0.51966313333477
1400,0.5198359981591384
1401,0.5199573011973199
1402,0.5200786042355012
1403,0.5201999072736827
1404,0.5203212103118642
1405,0.5204425133500457
1406,0.5205666053604512
1407,0.5207536215981153
1408,0.5209406378357796
1409,0.5211276540734437
1410,0.521314670311108
1411,0.5215016865487722
1412,0.5216876474420925
1413,0.5218459226785996
1414,0.5220041979151069
1415,0.522162473151614
1416,0.5223207483881211
1417,0.5224790236246284
1418,0.5226381082509054
1419,0.5228224956466041
1420,0.5230068830423027
1421,0.5231912704380013
1422,0.5233756578337
1423,0.5235600452293986
1424,0.5237422960241459
1425,0.523842146585978
1426,0.5239419971478103
1427,0.5240418477096425
1428,0.5241416982714746
1429,0.5242415488333068
1430,0.5243429648205116
1431,0.5245228811629876
1432,0.5247027975054636
1433,0.5248827138479396
1434,0.5250626301904155
1435,0.5252425465328916
1436,0.5254218075436148
1437,0.5255543366210667
1438,0.5256868656985185
1439,0.5258193947759703
1440,0.5259519238534222
1441,0.526084452930874
1442,0.5262185289358198
1443,0.5265418760694207
1444,0.5268652232030218
1445,0.5271885703366228
1446,0.5275119174702237
1447,0.5278348395507307
1448,0.5280308529217237
1449,0.5282268662927168
1450,0.5284228796637097
1451,0.5286188930347027
1452,0.5288149064056957
